,0
,0.0
کویرنشین,0.0009816766936629625
جالب,0.0008556895008150542
نمایندگان,0.0009259787252281843
خوردن,0.001164923009813382
بوده,0.0031402302055914114
من,0.00045927623611946984
تا,0.00020926370821037826
زده,0.0005924004236411914
پایتخت,0.0004338707328076332
گرفت,0.0008096946416452835
فاجعه,0.0006160964405868392
کرد،,0.0012453946650965433
قدرتمندان,0.0006160964405868392
انباشت,0.0009060241773335869
مد,0.0002847032368506536
سرامیکسازی,0.0008106532112984725
شده,0.0032619045893413023
جایی,0.002511734867153506
یزد-که,0.0008106532112984725
دامنههای,0.001987407872860771
ساختن,0.001062235242391102
نمایندگی,0.0006160964405868392
تصمیمسازان,0.0006160964405868392
همان,0.0011848008472823829
شرق,0.0019253013768338722
حرفهایشان,0.0007898672315215886
کوچک,0.0009096174470004683
حسننیت,0.0007898672315215886
روستایی,0.0008556895008150542
نوگراییها,0.0011848008472823829
بیمارستانی,0.000880137772266913
بودهاند,0.0014002191831519071
کویری,0.0015196506051709624
علایق,0.0018737559113170034
وضعیت,0.0015297020639158036
خبری,0.0004338707328076332
میزان,0.0012415322890443345
بهره,0.0005190350266956945
خوزستان،,0.0017113790016301084
مناطقی,0.0005500861076668205
جمهوری,0.0006544511291086415
مردم,0.00515931196819371
طرف,0.0011452894759401227
آنکه,0.0011848008472823829
دریاچهها,0.0006286698373335093
تانکرهای,0.0008556895008150542
خیرخواهانه,0.0006286698373335093
مکان,0.0007976123136011569
قومی,0.0020940409966990125
رودخانهها,0.0006286698373335093
نشده،,0.0009060241773335869
منبع,0.0011097214797929139
پیام/,0.015402411014670978
نقشی,0.0007898672315215886
طلبکاران,0.0007898672315215886
مشکلات,0.0007898672315215886
حتی,0.003183557547891451
خشکیای,0.0019253013768338722
بهواسطه,0.0010268274009780651
حکمفرماست,0.001621306422596945
بیتوجهی,0.0007898672315215886
کماکان,0.001062235242391102
آنجا,0.0007701205507335489
خط,0.0006544511291086415
میکنند،,0.0024775649887684285
میداند,0.0007898672315215886
هماکنون,0.0007701205507335489
میدهند,0.0007898672315215886
احیا,0.00038506027536677447
برداشتهای,0.002200344430667282
چیزی,0.00045301208866679345
حال,0.0021833534208920897
خوزستان,0.0018129240670285128
بلند,0.0007898672315215886
برابر,0.0009060241773335869
مصارف,0.0007701205507335489
